Epoch,Global_Step,Train_Loss,Validation_Loss
1,2120,14.1405668258667,10.449448207639298
2,2120,9.295135498046875,7.431571708535248
3,2120,9.593503952026367,6.285719583619316
4,2120,6.017958641052246,5.902121750813611
5,2120,5.853241443634033,5.706974362427333
6,2120,5.465873718261719,5.619455256552066
7,2120,5.652144908905029,5.568507032574348
8,2120,5.365148067474365,5.564521150768928
9,2120,6.032937526702881,5.5536518456800925
10,2120,5.774690628051758,5.547098546657923
